id,source,name,address,place_type,price_level,user_rating_google,user_rating_yelp,avg_user_rating,latitude,longitude,nearest_metro_station_name,nearest_metro_distance_meters,nearest_metro_route_codes,detail_url
ChIJRV6-TvWzwoARqRp8PEM3eGk,google,Bo Bridges Gallery,"1108 Manhattan Ave, Manhattan Beach, CA 90266, USA",art_gallery,,5,,5.0,33.8843904,-118.4103751,Sepulveda / 8th,1315.5,232,https://www.google.com/maps/place/?q=place_id:ChIJRV6-TvWzwoARqRp8PEM3eGk
LAfme3KRvncM8yt7dYlOtA,yelp,nonfromseoul,"777 S Alameda St, Los Angeles, CA",art_gallery,,,5.0,5.0,34.0337566,-118.24156104018698,Central / 8th,159.9,53,https://www.yelp.com/biz/nonfromseoul-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJn7HsQae8woARP07KjYkAhjc,google,FrameStore - Custom Framing Brentwood,"11684 San Vicente Blvd, Los Angeles, CA 90049, USA",art_gallery,,4.9,,4.9,34.0535746,-118.4647066,Wilshire / Barrington,562.9,720,https://www.google.com/maps/place/?q=place_id:ChIJn7HsQae8woARP07KjYkAhjc
ChIJ7cEs7nS7woARdHcVnqEIRvc,google,Giant Robot Store,"2015 Sawtelle Blvd, Los Angeles, CA 90025, USA",art_gallery,,4.6,,4.6,34.040408,-118.443431,Nebraska / Sepulveda,591.8,4,https://www.google.com/maps/place/?q=place_id:ChIJ7cEs7nS7woARdHcVnqEIRvc
2JQoxcEAuN2wBufBh-x_rQ,yelp,Peace Yoga Gallery,"903 S Main St, Los Angeles, CA",art_gallery,1,,4.4,4.4,34.0415734,-118.2552365,Main / 9th,27.4,33,https://www.yelp.com/biz/peace-yoga-gallery-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJFYDOd3HDwoAR_DhdrBevWzE,google,Gold Bug,"38 E Holly St, Pasadena, CA 91103, USA",art_gallery,,4.3,,4.3,34.1474013,-118.1496303,Main / Fremont,5781.7,78,https://www.google.com/maps/place/?q=place_id:ChIJFYDOd3HDwoAR_DhdrBevWzE
7rCrYXRFdXA8E12GzJG6Dw,yelp,2220 Arts,"2220 Beverly Blvd, Los Angeles, CA",attraction,,,5.0,5.0,34.067271881941345,-118.27225830405948,Beverly / Park View,166.2,14,https://www.yelp.com/biz/2220-arts-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
493Tlf_y7vWh4GXuha5zcw,yelp,Katrina Ji,"Los Angeles , CA",attraction,,,5.0,5.0,33.6776210124477,-117.8329125,Downtown Long Beach Station,34528.3,232,https://www.yelp.com/biz/katrina-ji-los-angeles-6?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
DUebmbHW2DsZ2sGS5wgRJA,yelp,Rock Climb Every Day,"Los Angeles, CA",attraction,,,5.0,5.0,34.05289,-118.26351,6th / Bixel,163.7,20,https://www.yelp.com/biz/rock-climb-every-day-los-angeles-4?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
6qSgTuP2eX_fJG_v87CQkw,yelp,The Teahouse Company,"Santa Monica, CA",attraction,2,,4.9,4.9,34.1057230577897,-118.223079577246,Broadway / Avenue 22,3591.9,45,https://www.yelp.com/biz/the-teahouse-company-santa-monica?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
A4szYOkorXZF8ksw-BpWIw,yelp,The Aerial House,"5230 Alhambra Ave, Los Angeles, CA",attraction,,,4.9,4.9,34.0740244349641,-118.171424344182,Valley / Block,99.8,76,https://www.yelp.com/biz/the-aerial-house-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
YCOEseUKNJmEKmMiwPeDGg,yelp,Cinegrill Theater,"7000 Hollywood Blvd, Los Angeles, CA",attraction,,,4.8,4.8,34.10092834119199,-118.34263044462226,Hollywood / Sycamore,96.7,212,https://www.yelp.com/biz/cinegrill-theater-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
Awkg2Kh6UGxl3rUMmwuzBA,yelp,Old Town Music Hall,"140 Richmond St, El Segundo, CA",attraction,1,,4.8,4.8,33.9176216125488,-118.41682434082,Pacific Coast Highway / Grand,1912.6,232,https://www.yelp.com/biz/old-town-music-hall-el-segundo?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJ3xJKipS6woARMoCU9T5f1NI,google,Beyond Baroque,"681 Venice Blvd., Venice, CA 90291, USA",attraction,,4.7,,4.7,33.9913623,-118.4588369,Venice / Shell,65.2,33,https://www.google.com/maps/place/?q=place_id:ChIJ3xJKipS6woARMoCU9T5f1NI
ChIJvXdlhBvHwoARfS5LNYPCnEQ,google,826LA & The Echo Park Time Travel Mart,"1714 Sunset Blvd, Los Angeles, CA 90026, USA",attraction,,4.6,,4.6,34.0773295,-118.2590327,Sunset / Echo Park,125.5,4,https://www.google.com/maps/place/?q=place_id:ChIJvXdlhBvHwoARfS5LNYPCnEQ
fvbP1KbS2jpLeCyGfR03gw,yelp,Performing Arts Workshops,"624 15th St, Manhattan Beach, CA",attraction,,,4.5,4.5,33.889243,-118.405335,Sepulveda / Manhattan Beach,879.8,232,https://www.yelp.com/biz/performing-arts-workshops-manhattan-beach?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJ9WZU-sy-woARnhyvpzXXP18,google,Melrose Trading Post,"7850 Melrose Ave, Los Angeles, CA 90046, USA",attraction,,4.4,,4.4,34.0833982,-118.3594799,Fairfax / Melrose,168.8,217,https://www.google.com/maps/place/?q=place_id:ChIJ9WZU-sy-woARnhyvpzXXP18
_1AGCrWgZzC8fMT5BL5wgQ,yelp,Holmby Park Lawn Bowling Club,"646 Comstock Ave, Los Angeles, CA",attraction,,,4.4,4.4,34.07159,-118.42886,Wilshire / Beverly Glen,495.5,20,https://www.yelp.com/biz/holmby-park-lawn-bowling-club-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
_UDfZnlFdg_BYnUfTf3Ibg,yelp,Ebisu Life Store,"300 W Main St, Alhambra, CA",attraction,,,4.4,4.4,34.09313077693173,-118.13068121641628,Main / 3rd,22.5,78,https://www.yelp.com/biz/ebisu-life-store-alhambra-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
CiVzNit9ZhCxsWvgXV3oOw,yelp,Jagged Vertical Dance and Fitness,"11655 Santa Monica Blvd, Los Angeles, CA",attraction,,,4.3,4.3,34.0442058220001,-118.455401472085,Santa Monica / Barrington,117.5,4,https://www.yelp.com/biz/jagged-vertical-dance-and-fitness-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
Kji6g_2za_yAGJAgeD6mgw,yelp,Illusion Magic Lounge,"1418 4th St, Santa Monica, CA",attraction,2,,4.2,4.2,34.0161314,-118.495068,Santa Monica / 4th,67.8,720,https://www.yelp.com/biz/illusion-magic-lounge-santa-monica-5?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
lnyG01sfue8P7fxjxDtuWQ,yelp,The Teragram Ballroom,"1234 W 7th St, Los Angeles, CA",attraction,2,,4.2,4.2,34.0518639,-118.2670623,7th / Witmer,62.8,51,https://www.yelp.com/biz/the-teragram-ballroom-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
IgH251R0mWYWWsEaXQzUVQ,yelp,Cirque School,"5640 1/2 Hollywood Blvd, Los Angeles, CA",attraction,,,4.2,4.2,34.10132,-118.31296,Hollywood / Wilton,73.7,217,https://www.yelp.com/biz/cirque-school-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
qmyTGgpnQNq-bUV1WzUGvQ,yelp,The Magic Castle,"7001 Franklin Ave, Hollywood, CA",attraction,4,,4.1,4.1,34.1045831567891,-118.341795827356,Hollywood / Sycamore,345.3,212,https://www.yelp.com/biz/the-magic-castle-hollywood?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
s3mcT_VRzW7eNxTuJqeeqA,yelp,The Greek Theatre,"2700 N Vermont Ave, Los Angeles, CA",attraction,3,,4.1,4.1,34.11953646929749,-118.2962906094629,Hollywood / Edgemont,1961.7,206,https://www.yelp.com/biz/the-greek-theatre-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
vo-ZvA0mVurifEtv9NsTtA,yelp,IPIC Pasadena,"42 Miller Alley, Pasadena, CA",attraction,2,,4.0,4.0,34.14660883553234,-118.15165400222048,Main / Fremont,5688.4,78,https://www.yelp.com/biz/ipic-pasadena-pasadena-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
1R4VSQ8zR9cpCTBMKFNYAQ,yelp,Highland Park Bowl,"5621 N Figueroa St, Los Angeles, CA",attraction,2,,3.9,3.9,34.10940092215764,-118.1935786022258,Huntington / Monterey,2656.6,78,https://www.yelp.com/biz/highland-park-bowl-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
i_Y-EE1LkKStw9BTUJ0eCA,yelp,Alamo Drafthouse Cinema,"700 W 7th St, Los Angeles, CA",attraction,2,,3.8,3.8,34.048000777648674,-118.25925565677252,8th / Flower,102.3,66,https://www.yelp.com/biz/alamo-drafthouse-cinema-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
EYm12SPnc78ncgYqs6F4hw,yelp,Saban Theatre,"8440 Wilshire Blvd, Beverly Hills, CA",attraction,3,,3.5,3.5,34.0647114,-118.3749649,Wilshire / Willaman,515.5,20,https://www.yelp.com/biz/saban-theatre-beverly-hills?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
OcUxaL7TbnbD0DgYhWRq4w,yelp,AMC Santa Monica 7,"1310 3rd St, Santa Monica, CA",attraction,,,3.4,3.4,34.016857,-118.497643,4th / Arizona,131.9,720,https://www.yelp.com/biz/amc-santa-monica-7-santa-monica-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
wKf87agRGdeayWOzQhRYiA,yelp,AMC Century City 15,"10250 Santa Monica Blvd, Los Angeles, CA",attraction,2,,3.4,3.4,34.060464,-118.418674,Santa Monica / Avenue Of The Stars,96.5,4,https://www.yelp.com/biz/amc-century-city-15-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
aN8nqbsaEh1ubmQWYNXKew,yelp,Dave & Buster's Arcadia - Santa Anita,"400 S Baldwin Ave, Arcadia, CA",attraction,2,,3.0,3.0,34.1358523080586,-118.0494456742604,Valley / Temple City,6107.8,76,https://www.yelp.com/biz/dave-and-busters-arcadia-santa-anita-arcadia-3?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
KAGqFIOyaWNRi4eb5ftLOg,yelp,AMC South Bay Galleria 16,"1815 Hawthorne Blvd, Redondo Beach, CA",attraction,,,2.6,2.6,33.868102,-118.356318,Redondo Beach Transit Center,84.1,210,https://www.yelp.com/biz/amc-south-bay-galleria-16-redondo-beach-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
jSlIEGVSSyo-ZsM80SwkJg,yelp,AMC Brentwood 14,"2525 Sand Creek Rd, Brentwood, CA",attraction,,,2.5,2.5,37.945746,-121.740478,Foothill / Roxford,499057.0,224,https://www.yelp.com/biz/amc-brentwood-14-brentwood?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
n8F7HWisiJCMYkZKejLeLA,yelp,80s Rewind Live,"1128 7th St, Santa Monica, CA",attraction,,,1.0,1.0,34.02193,-118.4966,Wilshire / 6th,161.9,20,https://www.yelp.com/biz/80s-rewind-live-santa-monica?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
78EYuEPlQqqmAqTzwnHZRg,yelp,Ascend Global Entertainment,"9701 Wilshire Blvd, Beverly Hills, CA",attraction,,,0.0,0.0,34.0674258,-118.4066588,Wilshire / Brighton,89.6,20,https://www.yelp.com/biz/ascend-global-entertainment-beverly-hills?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
lrjs9ul3UfAKENfR5Qzffg,yelp,Monica Orozco,"9757 Olympic Blvd, Beverly Hills, CA",attraction,,,0.0,0.0,34.0598249,-118.40855,Olympic / Spalding,28.8,28,https://www.yelp.com/biz/monica-orozco-beverly-hills-4?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJnUhfWoC5woARmFZ-DhZrwVI,google,B Sweet Catering,"3380 S Robertson Blvd, Los Angeles, CA 90034, USA",bakery,,5,,5.0,34.0291293,-118.3908174,Venice / Robertson,86.9,33,https://www.google.com/maps/place/?q=place_id:ChIJnUhfWoC5woARmFZ-DhZrwVI
YOkmcdyFbo3TBsjvKQ2idA,yelp,Panificio Barozzi,"Salizada San Pantalon 86A, Venezia, VE",bakery,1,,5.0,5.0,45.4371493741398,12.3243077106375,Sayre / Eldridge,9858509.0,234,https://www.yelp.com/biz/panificio-barozzi-venezia?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
H6EijyZTZhWH0ZrE7JwONA,yelp,Dal Nono Colussi,"Calle Lunga de San Barnaba 2867, Venezia, VE",bakery,2,,5.0,5.0,45.4327837,12.3238095,Sayre / Eldridge,9858863.3,234,https://www.yelp.com/biz/dal-nono-colussi-venezia?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
FXiYI8paFa10yq05Q2m_OA,yelp,I Sapori del Grano,"Via Cappuccini 39A, Pordenone, PN",bakery,,,5.0,5.0,45.9542651,12.65112,Sayre / Eldridge,9829441.1,234,https://www.yelp.com/biz/i-sapori-del-grano-pordenone?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
bHtOSJh25GNalSaRMY6BpA,yelp,Paris Baguette,"6258 Wilshire Blvd, Los Angeles, CA",bakery,,,5.0,5.0,34.062956,-118.36546,Wilshire / Crescent Heights,56.0,20,https://www.yelp.com/biz/paris-baguette-los-angeles-21?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
lT0E1Qy8Y2bKHO9hpZ2sgg,yelp,Glendale Gal Pal,"1800 Gardena Ave, Glendale, CA",bakery,,,5.0,5.0,34.1215388,-118.2557503,Sunset / Fountain,3855.0,2,https://www.yelp.com/biz/glendale-gal-pal-glendale?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
c3CSFnyzqAwewwRRHFCz6A,yelp,Metropolis Bakery And Cafe,"360 N Arroyo Blvd, Pasadena, CA",bakery,,,5.0,5.0,34.1516986,-118.1645325,Main / Hampden Terrace,6307.6,78,https://www.yelp.com/biz/metropolis-bakery-and-cafe-pasadena-7?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
LUH7ZU0hTbIcXPss4itkng,yelp,Silverback Coffee,"360 N Pacific Coast Hwy, El Segundo, CA",bakery,,,5.0,5.0,33.920487,-118.395193,Pacific Coast Highway / Grand,107.5,232,https://www.yelp.com/biz/silverback-coffee-el-segundo?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
NgvD25wAG1x6lr7KbnmXAw,yelp,Bakery By The Yard,"312 Rosecrans Ave, Manhattan Beach, CA",bakery,,,5.0,5.0,33.900952051698695,-118.4174447,Sepulveda / Rosecrans,1951.1,232,https://www.yelp.com/biz/bakery-by-the-yard-manhattan-beach?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
J6ErcNwiOGt5gdercy5dTw,yelp,Garbo,"Via San Mauro 336, Burano, VE",bakery,,,5.0,5.0,45.48622,12.41635,Sayre / Eldridge,9858741.2,234,https://www.yelp.com/biz/garbo-burano?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
4ZXXss60nGZcyoqtUOkWsg,yelp,Little Flour Bakery,"1824 Fairburn Ave, Los Angeles, CA",bakery,,,5.0,5.0,34.0543241649984,-118.426734097302,Santa Monica / Thayer,165.2,4,https://www.yelp.com/biz/little-flour-bakery-los-angeles-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
Y_ShMbbzBgHE_QdjDgivkQ,yelp,Moist And Creamy,"1800 Ave Of The Stars, Century City, CA",bakery,2,,5.0,5.0,34.0610211,-118.4173256,Santa Monica / Avenue Of The Stars,82.5,4,https://www.yelp.com/biz/moist-and-creamy-century-city?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
y8qtKv5AfxlCKVhm4FPIAw,yelp,4th St BAKER,"119 Marguerita Ave, Santa Monica, CA",bakery,,,4.9,4.9,34.02535206684347,-118.510842515289,Wilshire / 6th,1434.3,20,https://www.yelp.com/biz/4th-st-baker-santa-monica?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
fCqIbW3jpIhkbsYRhsWTqg,yelp,Junior Cookies,"2726 Main St, Santa Monica, CA",bakery,,,4.9,4.9,34.00029,-118.4821394,Main / Sunset,829.5,33,https://www.yelp.com/biz/junior-cookies-santa-monica?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
Rw9YsncokQiPqbHhjT2SVA,yelp,60/40 Venezia,"Dorsoduro 129A, Venezia, VE",bakery,1,,4.9,4.9,45.4301619058407,12.3335623465274,Sayre / Eldridge,9859567.0,234,https://www.yelp.com/biz/60-40-venezia-venezia?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
gOLp5SxP_Z9zb-dCFRUDYw,yelp,Vanessa's Bakery,"2747 Beverly Blvd, Los Angeles, CA",bakery,1,,4.9,4.9,34.070591,-118.2789926,Beverly / Benton,124.1,14,https://www.yelp.com/biz/vanessas-bakery-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
-SK6AR-xzd5avjHUaCh9RQ,yelp,Black Forest Bakery,"2000 Hillhurst Ave, Los Angeles, CA",bakery,,,4.9,4.9,34.1080901,-118.2872416,Hollywood / New Hampshire Layover,849.1,217,https://www.yelp.com/biz/black-forest-bakery-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
dKwpb4o8_mC8IFW_aYqBTg,yelp,Emile’s Pastry & Cafe,"11551 Santa Monica Blvd, Los Angeles, CA",bakery,,,4.9,4.9,34.0451556929321,-118.453482,Santa Monica / Barrington,323.4,4,https://www.yelp.com/biz/emile-s-pastry-and-cafe-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
xdGmPZMCfz5BWDcMmOW7pg,yelp,Marigold Bakeshop,"8647 W Pico Blvd, Los Angeles, CA",bakery,2,,4.9,4.9,34.054261,-118.380096,Olympic / Robertson,633.4,28,https://www.yelp.com/biz/marigold-bakeshop-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
6kX-0EQ1pSIjXn_KogvLZg,yelp,YLS  Bakery & Cafe,"247 Main St, El Segundo, CA",bakery,,,4.9,4.9,33.918443916031784,-118.4163359,Pacific Coast Highway / Grand,1861.5,232,https://www.yelp.com/biz/yls-bakery-and-cafe-el-segundo-3?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
eyezGyxYJSgVsy9R71Ekmg,yelp,Adore Dessert Cafe,"901 N Catalina Ave, Redondo Beach, CA",bakery,,,4.9,4.9,33.850750159749204,-118.39151664334126,Pacific Coast Highway / Irena,250.1,232,https://www.yelp.com/biz/adore-dessert-cafe-redondo-beach?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
KX842RUUmc0oLw6_IUzBSw,yelp,The Moody Vegan,"5101 W Sunset Blvd, Los Angeles, CA",bakery,2,,4.9,4.9,34.098311665703534,-118.3006697,Sunset / Normandie,30.4,2,https://www.yelp.com/biz/the-moody-vegan-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
S4mM0WjQwfrwdotXwZ7Yig,yelp,Tru Tea,"396 S Arroyo Pkwy, Pasadena, CA",bakery,,,4.9,4.9,34.13920131313613,-118.1468712,Main / Fremont,4890.8,78,https://www.yelp.com/biz/tru-tea-pasadena?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
ChIJB3Or0h3HwoARdrvpJZfBKFA,google,Kien Giang Bakery aka KG Bakery,"1471 Echo Park Ave, Los Angeles, CA 90026, USA",bakery,1,4.8,,4.8,34.0797858,-118.2558664,Sunset / Echo Park,346.7,4,https://www.google.com/maps/place/?q=place_id:ChIJB3Or0h3HwoARdrvpJZfBKFA
yW5Kyuklakxq5w0BNCj8fQ,yelp,The Joint Seafood,"600 E 1st St, Los Angeles, CA",bakery,,,4.8,4.8,34.0486416,-118.23678810363153,5th / Towne,774.5,16,https://www.yelp.com/biz/the-joint-seafood-los-angeles-7?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
JCqYFPC0_7D0eb3DNY6X1w,yelp,H & H Bagels,"1498 W Sunset Blvd, Los Angeles, CA",bakery,,,4.8,4.8,34.07551698228108,-118.25543991681204,Sunset / Portia,92.0,4,https://www.yelp.com/biz/h-and-h-bagels-los-angeles?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
BGSjGAgzQLprxWLFPmLj0A,yelp,Little French Bakery,"3319 Highland Ave, Manhattan Beach, CA",bakery,,,4.8,4.8,33.898818,-118.417054,Sepulveda / 30th,1934.1,232,https://www.yelp.com/biz/little-french-bakery-manhattan-beach?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
dQqjn9z9Ild_bgFtdPbixg,yelp,Artelice Patisserie,"11301 W Olympic Blvd, Los Angeles, CA",bakery,2,,4.8,4.8,34.03812721839133,-118.4417861931904,Nebraska / Sepulveda,857.0,4,https://www.yelp.com/biz/artelice-patisserie-los-angeles-2?adjust_creative=85PVB_CXUayFuBfpSaKuwQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=85PVB_CXUayFuBfpSaKuwQ
